question,reference,generated,bleu,meteor,rouge_1,rouge_2,rouge_L
"스마트드론과의 교수님들은 누구이며, 연락처는 어떻게 되나요?","1. 정진화 교수(학과장): 9호관 2층 9214호, 031-720-2051, jhchung@du.ac.kr
2. 남명관 교수: 본관 3층 M318, 031-720-2115, mknam@du.ac.kr
3. 맹민재 교수: 9호관 4층 9409호, 031-720-2142, mjmaeng@du.ac.kr
4. 박현철 교수: 9호관 4층 9413호, 031-720-2047, park@du.ac.kr","전담과정으로 2년제 전문학사 학과가 있습니다. 해당 학과는 스마트드론과이며, 위치는 9호관 1, 2층입니다. 연락처는 T. 031-720-2086, F. 031-720-2261입니다. 학과장은 정진화입니다.",4.402213155322171e-232,0.016286644951140065,0.2909090909090909,0.07547169811320754,0.21818181818181817
스마트드론과의 교육목표와 방침은 무엇인가요?,"드론 융합 지식과 실무 교육을 통해 창의적이고 협력적인 드론 전문 기술인을 양성하며, 성인 학습자 친화형 교육과정을 통해 학습자의 접근성을 높이고 실무 능력을 강화합니다.","교육목표
◆ 드론 분야 융합지식 탐구를 통한 4차 산업혁명 시대 창의융합 인재 양성
◆ 체계적인 기초지식과 이론, 실기 교육을 통한 드론 전문기술인 육성

교육방침, 목표
 Dept. of 
Smart Drone Engineering
◆ 스마트드론과 전문가를 양성하는 학교 중 강남권에서 가장 인접한 입지여건 확보

    질문:
    스마트드론과의 교육목표와 방침은 무엇인가요?

    답변: 드론 분야 융합지식 탐구를 통한 4차 산업혁명 시대 창의융합 인재 양성 및 체계적인 기초지식과 이론, 실기 교육을 통한 드론 전문기술인 육성입니다. 강남권에서 가장 인접한 입지여건 확보가 목표입니다.",8.174867218666773e-232,0.053380782918149475,0.0,0.0,0.0
스마트드론과 졸업 후 진로는 어떻게 되나요?,"드론 조종, 드론 촬영, 드론 측량, 소프트웨어 개발 등 다양한 드론 관련 분야와 국내외 대학 진학 기회가 열려 있습니다.","다음 정보를 바탕으로 질문에 답하세요:
    다.
웹툰과의졸업후진로는어떻게되나요?
졸업후, 학생들은웹툰작가, 웹툰PD, 웹툰스토리작가, 웹툰콘텐츠기획자, 일러스

질문:
스마트드론과 졸업 후 진로는 어떻게 되요?

질의 핵심만 파악하여 간결하게 1-2문장으로 답변하고, 불필요한 설명은 피하며 동서울대학교와 관련된 정보만 제공하세요.",0.0,0.0,0.0,0.0,0.0
스마트드론과에서 취득 가능한 자격증은 무엇인가요?,"초경량비행장치 무인멀티콥터 1종, 지도조종자, 실기평가조종자 등 드론 관련 자격증을 취득할 수 있습니다.","미래자동차학과에서 취득할 수 있는 자격증은 다음과 같습니다: 자율주행 소프트웨어 개발자, AI 기반 자율주행 시스템 개발자입니다. 또한, 스마트 드론과 관련된 코딩 기술도 배울 수 있습니다.",4.816430067178284e-155,0.1936026936026936,0.0,0.0,0.0
스마트드론과의 특징은 무엇인가요?,"최신 드론 실습장과 성남시 드론 시험 비행장 사용 협력으로 실습 효과를 극대화하며, 드론 축구팀 등 다양한 동아리 활동을 통해 학생들의 역량을 강화합니다.","미래 인재 양성
◆ 스마트드론과는 5대 핵심직무와 4대 추진전략을 바탕으로 드론 특성화 인재를 
  양성함으로써, 지역사회와 산업에 기여하고자 함.

    질문:
    스마트드론과의 특징은 무엇인가요?

    답변: 스마트드론과는 5대 핵심직무(조종, 유지보수, 설계, 인력관리, 안전)와 4대 추진전략(산업화, 공유, 협업, 창의)을 바탕으로 드론 특성화 인재를 양성함으로써, 지역사회와 산업에 기여하고자 함입니다.",8.412065649527267e-232,0.04132231404958678,0.0,0.0,0.0
스마트드론과의 학과 위치와 연락처는 어떻게 되나요?,"9호관 1, 2층에 위치하고 있으며, 연락처는 전화 031-720-2086, 팩스 031-720-2261입니다.","다음 정보를 바탕으로 질문에 답하세요:
    스마트드론과 매진재 교수님 연구실 위치가 어디인가요?
스마트드론과 매진재 교수님 연구실은 9호관 9409호실에 위치해 있습니다.
스마트드론과
9호관 1, 2층
T. 031-720-2086  
F. 031-720-2261
정진화(학과장)
스마트드론과
 Dept. of Smart Drone
    질문:
    스마트드론과 학과 위치와 연락처는 어떻게 되나요?

    답변:",3.0849033871801486e-155,0.19508057675996607,0.6923076923076924,0.5,0.6923076923076924
스마트드론과의 주요 협력 기관은 어디인가요?,"와우시스템, 경기수출기업연합회, (주)위프코, (주)경기항공, (주)진글라이더 등 다양한 드론 관련 산업체와 협력하고 있습니다.","스마트드론과는 다음과 같은 기관이 협력하고 있습니다: 진현테크, (주)두산이엔지, (주)블루플래닿. 초경량비행장치 조종자 자격증(1종) 취득을 위한 비교과 프로그램 운영이 이루어지고 있습니다.",1.0377133938315695e-231,0.07874015748031496,0.0,0.0,0.0
스마트드론과에서 제공하는 교육 프로그램은 무엇인가요?,"드론 조종, 촬영, 정비, 측량 실습과 성인 학습자를 위한 PBL, 플립러닝, 비대면 강의를 포함한 교육 과정을 제공합니다.","미래 인재 양성
◆ 스마트드론과는 5대 핵심직무와 4대 추진전략을 바탕으로 드론 특성화 인재를 
  양성함으로써, 지역사회와 산업에 기여하고자 함.

◆ 드론 및 전기전자공학 이론과 실무 기술을 갖춘 드론 전문기술인 육성
교육목표
◆ 드론 분야 융합지식 탐구를 통한 4차 산업혁명 시대 창의융합 인재 양성

    질문:
    스마트드론과에서 제공하는 교육 프로그램은 무엇인가요?

    답변: 미래전문대학 자격증 연계형 전문학사 과정(스마트드론과)입니다.",7.992219124248642e-232,0.04830917874396136,0.0,0.0,0.0
스마트드론과의 주요 학과 활동은 무엇인가요?,"드론 축구팀을 운영하며, 다양한 드론 축구 대회 참가와 실습을 통해 학생들의 실무 역량을 강화합니다.","미래인재양성사업의 주요 학과는 스마트드론과(전기공학학과 + 미래자동차과 합성학위). 이 학과는 5대 핵심직무(제조, 설계, 생산, 관리, 서비스)와 4대 추진전략(인력운영, 재정, 공사 및 자원 관리, 브랜드 및 마케팅)을 바탕으로 드론 특성화 인재를 양성하는 것입니다.",7.720899511627474e-232,0.03184713375796178,0.0,0.0,0.0
스마트드론과 졸업생의 주요 취업 분야는 무엇인가요?,"드론 조종, 드론 촬영, 드론 측량, 소프트웨어 개발 등 다양한 드론 산업 분야에서 활동하고 있습니다.","다음 정보를 바탕으로 질문에 답하세요:
    ◆ 드론 및 전기전자공학 이론과 실무 기술을 갖춘 드론 전문기술인 육성
교육목표
◆ 드론 분야 융합지식 탐구를 통한 4차 산업혁명 시대 창의융합 인재 양성

미래 인재 양성
◆ 스마트드론과는 5대 핵심직무와 4대 추진전략을 바탕으로 드론 특성화 인재를 양성함으로써, 지역사회와 산업에 기여하고자 함.

    질문:
    전기전자공학과 졸업생의 주요 취업 분야는 무엇인가요?

    답변:",9.460904289886527e-232,0.10526315789473685,0.0,0.0,0.0
컴퓨터정보과는 어떤 학과인가요?,"컴퓨터정보과는 4차 산업혁명 분야의 전문 인재를 양성하며, 소프트웨어 개발, 빅데이터, 사물인터넷(IoT), 인공지능 분야의 실무 능력을 갖춘 창의적 ICT 중심 교육을 제공합니다.",컴퓨터정보과는 1985년에 개설되어 39년 전통을 가진 학과입니다. 최근 2001년에는 정보통신부 정보화사업 지정학과로 명칭이 변경되었습니다.,5.712537627198635e-232,0.02463054187192118,0.0,0.0,0.0
컴퓨터정보과의 주요 학과 연혁은 무엇인가요?,"1985년에 사무자동화과로 신설되어 2023년 컴퓨터정보과로 명칭이 변경되었으며, 다양한 정부 지원 사업에 선정되어 신산업특화 분야 교육을 진행하고 있습니다.","컴퓨터정보과의 주요 학과 연혁은 다음과 같습니다: 1985년 개설, 2023년 현재 운영 중입니다.",6.452930355425922e-232,0.030303030303030307,1.0,1.0,1.0
